Temps (en s),Position (en mm),Force (en kN),Inclinaison (en °),Pressure (en bar),AIO1 (50mm) (en mm),AIO3 (Temp Ch) (en °C),AIO4 (100mm) (en mm),AIO5(50mm) (en mm),AIO6(100mm) (en mm),Angle (body) (en °),angle (riser) (en °),
2.4500,88.33,33.78,-3.114,92.9,-1.71,61.5,-4.46,-5.33,-9.54,-0.472,4.227,
2.4600,88.39,33.81,-3.348,93.0,-1.53,61.9,-4.81,-5.68,-10.26,-0.458,4.223,
2.4700,88.31,33.78,-3.121,93.9,-1.70,61.9,-4.45,-5.33,-9.53,-0.472,4.225,
2.4800,88.37,33.78,-3.350,92.9,-1.55,62.5,-4.83,-5.69,-10.27,-0.459,4.229,
2.4900,88.40,33.72,-3.118,92.9,-1.71,62.0,-4.44,-5.33,-9.53,-0.472,4.227,
2.5000,88.53,33.78,-3.346,93.4,-1.55,62.5,-4.84,-5.69,-10.28,-0.459,4.214,
2.5100,88.59,33.69,-3.119,92.5,-1.71,62.0,-4.43,-5.32,-9.52,-0.471,4.227,
2.5200,88.49,33.84,-3.351,93.2,-1.55,62.5,-4.84,-5.70,-10.30,-0.459,4.225,
2.5300,88.48,33.84,-3.123,92.7,-1.69,62.0,-4.40,-5.31,-9.51,-0.471,4.223,
2.5400,88.49,33.78,-3.345,93.2,-1.57,62.5,-4.87,-5.70,-10.30,-0.460,4.225,
2.5500,88.44,33.81,-3.119,92.8,-1.67,62.0,-4.39,-5.31,-9.49,-0.472,4.221,
2.5600,88.53,33.84,-3.353,92.8,-1.58,62.4,-4.90,-5.71,-10.31,-0.459,4.227,
2.5700,88.42,33.87,-3.121,93.5,-1.66,62.0,-4.36,-5.30,-9.48,-0.471,4.234,
2.5800,88.49,33.81,-3.352,93.5,-1.59,62.3,-4.92,-5.72,-10.31,-0.459,4.221,
2.5900,88.42,33.78,-3.118,92.5,-1.65,62.0,-4.35,-5.29,-9.47,-0.470,4.229,
2.6000,88.49,33.84,-3.352,93.0,-1.59,62.2,-4.93,-5.73,-10.34,-0.460,4.217,
2.6100,88.48,33.75,-3.121,93.2,-1.64,61.5,-4.31,-5.28,-9.44,-0.471,4.227,
2.6200,88.49,33.72,-3.350,93.2,-1.61,61.9,-4.97,-5.74,-10.36,-0.460,4.225,
2.6300,88.49,33.78,-3.121,92.8,-1.64,61.5,-4.30,-5.28,-9.43,-0.471,4.221,
2.6400,88.53,33.84,-3.354,93.5,-1.61,62.0,-4.97,-5.74,-10.37,-0.460,4.223,
2.6500,88.51,33.81,-3.126,92.9,-1.64,61.5,-4.28,-5.27,-9.43,-0.470,4.233,
2.6600,88.48,33.78,-3.355,93.4,-1.61,61.9,-4.97,-5.74,-10.38,-0.460,4.225,
2.6700,88.37,33.51,-3.121,93.1,-1.65,61.5,-4.28,-5.27,-9.41,-0.471,4.229,
2.6800,88.31,33.87,-3.344,93.1,-1.64,61.9,-4.96,-5.75,-10.35,-0.460,4.223,
2.6900,88.40,33.69,-3.122,92.8,-1.63,61.7,-4.27,-5.27,-9.41,-0.471,4.229,
2.7000,88.35,33.78,-3.360,93.5,-1.64,62.3,-5.04,-5.75,-10.39,-0.462,4.221,
2.7100,88.35,33.69,-3.118,92.5,-1.61,61.9,-4.23,-5.26,-9.38,-0.470,4.225,
2.7200,88.51,33.87,-3.363,93.1,-1.65,62.4,-5.04,-5.76,-10.43,-0.462,4.227,
2.7300,88.35,33.78,-3.109,93.0,-1.59,62.1,-4.21,-5.25,-9.37,-0.470,4.231,
2.7400,88.35,33.94,-3.357,93.0,-1.67,62.5,-5.06,-5.77,-10.43,-0.462,4.221,
2.7500,88.29,33.75,-3.105,92.9,-1.60,62.0,-4.19,-5.24,-9.36,-0.470,4.223,
2.7600,88.33,33.94,-3.358,92.8,-1.67,62.5,-5.08,-5.78,-10.44,-0.462,4.225,
2.7700,88.22,33.81,-3.118,93.0,-1.58,62.1,-4.15,-5.24,-9.35,-0.470,4.225,
2.7800,88.26,33.87,-3.364,93.0,-1.68,62.5,-5.11,-5.79,-10.46,-0.462,4.225,
2.7900,88.26,33.81,-3.115,93.2,-1.56,62.1,-4.13,-5.23,-9.33,-0.470,4.223,
2.8000,88.39,33.72,-3.354,93.1,-1.69,62.4,-5.14,-5.80,-10.47,-0.462,4.225,
2.8100,88.17,33.78,-3.122,93.3,-1.54,62.1,-4.11,-5.23,-9.32,-0.470,4.233,
2.8200,88.09,33.78,-3.358,92.9,-1.70,61.9,-5.14,-5.80,-10.49,-0.463,4.231,
2.8300,88.11,33.75,-3.117,93.6,-1.54,61.5,-4.10,-5.21,-9.29,-0.470,4.223,
2.8400,88.53,33.84,-3.360,92.5,-1.71,61.9,-5.15,-5.80,-10.49,-0.463,4.225,
2.8500,88.57,33.91,-3.121,92.8,-1.54,61.5,-4.08,-5.21,-9.30,-0.470,4.227,
2.8600,88.68,33.91,-3.366,93.1,-1.71,61.9,-5.18,-5.81,-10.50,-0.463,4.223,
2.8700,88.49,33.84,-3.120,93.5,-1.53,61.5,-4.06,-5.20,-9.28,-0.469,4.221,
2.8800,88.53,33.75,-3.359,92.9,-1.73,61.9,-5.20,-5.82,-10.52,-0.464,4.227,
2.8900,88.53,33.87,-3.116,92.7,-1.50,61.6,-4.05,-5.20,-9.27,-0.469,4.233,
2.9000,88.51,33.69,-3.360,92.7,-1.74,62.1,-5.22,-5.82,-10.53,-0.463,4.225,
2.9100,88.48,33.91,-3.119,93.0,-1.50,61.8,-4.03,-5.19,-9.26,-0.469,4.231,
2.9200,88.59,33.91,-3.359,92.9,-1.75,62.2,-5.21,-5.83,-10.53,-0.463,4.223,
2.9300,88.60,33.72,-3.124,92.9,-1.49,61.8,-4.02,-5.18,-9.26,-0.468,4.229,
2.9400,88.55,33.87,-3.363,93.0,-1.76,62.2,-5.24,-5.83,-10.54,-0.463,4.229,
2.9500,88.49,33.63,-3.117,92.8,-1.48,62.1,-4.00,-5.18,-9.25,-0.469,4.217,
2.9600,88.49,33.87,-3.365,93.4,-1.77,62.6,-5.27,-5.84,-10.56,-0.464,4.229,
2.9700,88.37,33.72,-3.117,92.9,-1.48,62.1,-3.98,-5.18,-9.24,-0.469,4.231,
2.9800,88.40,33.94,-3.367,93.6,-1.79,62.5,-5.29,-5.84,-10.56,-0.464,4.225,
2.9900,88.51,33.69,-3.118,92.6,-1.46,62.1,-3.96,-5.17,-9.22,-0.468,4.223,
3.0000,88.55,33.81,-3.369,93.8,-1.79,62.5,-5.31,-5.85,-10.57,-0.463,4.221,
3.0100,88.46,33.78,-3.113,93.1,-1.46,62.1,-3.96,-5.17,-9.23,-0.468,4.225,
3.0200,88.49,33.84,-3.359,93.3,-1.79,62.5,-5.31,-5.85,-10.57,-0.465,4.229,
3.0300,88.51,33.84,-3.109,93.1,-1.45,62.0,-3.95,-5.16,-9.22,-0.469,4.233,
3.0400,88.42,33.84,-3.365,92.4,-1.81,62.0,-5.33,-5.85,-10.58,-0.464,4.225,
3.0500,88.51,33.72,-3.111,93.3,-1.44,61.7,-3.93,-5.16,-9.20,-0.468,4.223,
3.0600,88.49,33.84,-3.360,92.8,-1.81,62.0,-5.33,-5.85,-10.58,-0.464,4.227,
3.0700,88.42,33.84,-3.116,93.1,-1.44,61.7,-3.92,-5.16,-9.20,-0.468,4.221,
3.0800,88.62,33.87,-3.372,93.1,-1.82,62.0,-5.36,-5.86,-10.60,-0.464,4.219,
3.0900,88.39,33.94,-3.115,92.9,-1.43,61.7,-3.90,-5.15,-9.19,-0.468,4.217,
3.1000,88.29,33.91,-3.365,93.0,-1.83,62.0,-5.36,-5.86,-10.60,-0.465,4.227,
3.1100,88.46,33.81,-3.116,93.1,-1.41,61.8,-3.90,-5.15,-9.19,-0.468,4.229,
3.1200,88.55,33.84,-3.367,93.2,-1.83,62.0,-5.37,-5.86,-10.61,-0.465,4.227,
3.1300,88.48,33.84,-3.118,92.9,-1.42,61.7,-3.88,-5.15,-9.17,-0.468,4.227,
3.1400,88.46,33.75,-3.368,93.2,-1.84,62.0,-5.36,-5.87,-10.62,-0.464,4.221,
3.1500,88.44,33.72,-3.111,93.0,-1.41,61.8,-3.87,-5.14,-9.17,-0.468,4.236,
3.1600,88.28,33.91,-3.367,93.2,-1.85,62.4,-5.40,-5.87,-10.62,-0.466,4.227,
3.1700,88.44,33.94,-3.109,92.7,-1.41,62.2,-3.86,-5.14,-9.16,-0.470,4.225,
3.1800,88.49,33.87,-3.367,93.3,-1.84,62.5,-5.41,-5.88,-10.64,-0.466,4.229,
3.1900,88.49,33.91,-3.116,93.2,-1.39,62.2,-3.85,-5.14,-9.15,-0.468,4.229,
3.2000,88.31,33.87,-3.373,92.8,-1.86,62.3,-5.42,-5.88,-10.64,-0.465,4.223,
3.2100,88.42,33.78,-3.109,92.6,-1.39,61.9,-3.84,-5.14,-9.16,-0.469,4.216,
3.2200,88.42,33.94,-3.370,93.5,-1.86,62.0,-5.42,-5.88,-10.66,-0.466,4.227,
3.2300,88.26,33.91,-3.107,92.7,-1.38,61.9,-3.83,-5.14,-9.16,-0.471,4.227,
3.2400,88.15,34.03,-3.372,93.1,-1.87,62.0,-5.45,-5.88,-10.64,-0.467,4.227,
3.2500,88.11,33.81,-3.116,93.0,-1.38,62.0,-3.83,-5.14,-9.16,-0.468,4.223,
3.2600,88.06,33.91,-3.373,93.2,-1.88,62.0,-5.46,-5.88,-10.64,-0.466,4.227,
3.2700,88.07,33.97,-3.111,93.5,-1.37,62.1,-3.83,-5.13,-9.15,-0.466,4.227,
3.2800,88.06,33.91,-3.384,93.1,-1.88,62.0,-5.46,-5.88,-10.64,-0.467,4.225,
3.2900,88.22,33.97,-3.115,93.3,-1.37,61.8,-3.82,-5.13,-9.15,-0.467,4.223,
3.3000,88.48,34.00,-3.377,92.9,-1.89,61.7,-5.46,-5.88,-10.64,-0.467,4.221,
3.3100,88.28,33.91,-3.121,92.3,-1.37,61.7,-3.81,-5.13,-9.16,-0.468,4.219,
3.3200,88.37,33.94,-3.386,93.2,-1.89,61.7,-5.45,-5.88,-10.65,-0.467,4.227,
3.3300,88.31,34.00,-3.116,92.9,-1.37,62.2,-3.82,-5.14,-9.15,-0.467,4.229,
3.3400,88.57,34.12,-3.374,93.4,-1.90,62.3,-5.47,-5.88,-10.64,-0.467,4.225,
3.3500,88.44,34.12,-3.125,92.8,-1.36,62.3,-3.82,-5.13,-9.15,-0.466,4.225,
3.3600,88.55,34.03,-3.375,93.0,-1.89,62.3,-5.47,-5.88,-10.64,-0.468,4.225,
3.3700,88.37,33.97,-3.110,92.9,-1.35,62.5,-3.82,-5.13,-9.15,-0.466,4.231,
3.3800,88.44,33.94,-3.372,92.9,-1.90,62.3,-5.47,-5.88,-10.64,-0.468,4.225,
3.3900,88.60,34.06,-3.112,93.2,-1.36,62.3,-3.82,-5.13,-9.15,-0.467,4.225,
3.4000,88.53,34.09,-3.369,93.0,-1.90,62.3,-5.47,-5.89,-10.64,-0.467,4.219,
3.4100,88.64,33.94,-3.112,92.7,-1.37,62.3,-3.81,-5.13,-9.15,-0.466,4.221,
3.4200,88.51,34.06,-3.377,93.5,-1.90,62.1,-5.45,-5.89,-10.66,-0.468,4.229,
3.4300,88.51,34.00,-3.109,92.8,-1.36,62.2,-3.82,-5.13,-9.15,-0.466,4.229,
3.4400,88.44,33.97,-3.376,93.0,-1.89,62.1,-5.47,-5.88,-10.64,-0.468,4.223,
3.4500,88.44,34.06,-3.099,93.0,-1.36,62.1,-3.81,-5.13,-9.14,-0.466,4.223,
3.4600,88.44,33.97,-3.383,93.0,-1.90,61.8,-5.47,-5.89,-10.65,-0.468,4.223,
3.4700,88.57,34.09,-3.107,93.3,-1.36,61.8,-3.81,-5.13,-9.15,-0.466,4.227,
3.4800,88.53,34.00,-3.388,93.1,-1.89,61.8,-5.47,-5.89,-10.65,-0.468,4.229,
3.4900,88.55,33.94,-3.110,93.0,-1.36,61.7,-3.81,-5.13,-9.14,-0.465,4.227,
3.5000,88.57,33.97,-3.379,93.2,-1.90,61.7,-5.48,-5.89,-10.65,-0.468,4.221,
3.5100,88.46,33.84,-3.105,92.8,-1.36,61.7,-3.81,-5.13,-9.15,-0.466,4.227,
3.5200,88.44,34.06,-3.379,93.3,-1.90,61.7,-5.45,-5.89,-10.65,-0.468,4.227,
3.5300,88.46,34.03,-3.115,92.7,-1.36,61.7,-3.81,-5.13,-9.15,-0.464,4.225,
3.5400,88.57,34.09,-3.384,92.7,-1.90,61.7,-5.48,-5.89,-10.65,-0.469,4.227,
3.5500,88.68,34.12,-3.112,93.1,-1.35,62.1,-3.81,-5.13,-9.15,-0.464,4.223,
3.5600,88.60,34.03,-3.382,92.9,-1.90,62.1,-5.48,-5.89,-10.65,-0.469,4.221,
3.5700,88.49,33.97,-3.103,93.5,-1.35,62.3,-3.81,-5.14,-9.14,-0.466,4.236,
3.5800,88.51,34.03,-3.384,92.8,-1.91,62.1,-5.49,-5.89,-10.66,-0.469,4.231,
3.5900,88.37,33.87,-3.105,93.2,-1.35,62.3,-3.81,-5.14,-9.15,-0.465,4.221,
3.6000,88.44,33.91,-3.383,93.0,-1.90,62.2,-5.48,-5.89,-10.66,-0.469,4.227,
3.6100,88.48,34.06,-3.105,93.1,-1.35,62.3,-3.80,-5.14,-9.15,-0.465,4.223,
3.6200,88.37,34.00,-3.384,93.2,-1.91,62.2,-5.48,-5.89,-10.66,-0.469,4.221,
3.6300,88.49,34.06,-3.105,93.0,-1.35,62.3,-3.80,-5.14,-9.15,-0.465,4.227,
3.6400,88.46,34.12,-3.388,93.4,-1.91,62.3,-5.48,-5.89,-10.66,-0.470,4.223,
3.6500,88.37,34.03,-3.105,93.2,-1.35,62.3,-3.80,-5.13,-9.14,-0.465,4.225,
3.6600,88.40,34.09,-3.383,93.0,-1.90,62.2,-5.49,-5.89,-10.65,-0.470,4.225,
3.6700,88.28,33.91,-3.105,93.4,-1.35,62.1,-3.80,-5.14,-9.14,-0.464,4.231,
3.6800,88.40,33.94,-3.385,92.6,-1.91,61.9,-5.49,-5.90,-10.66,-0.469,4.225,
3.6900,88.37,33.97,-3.104,93.3,-1.35,61.9,-3.80,-5.14,-9.14,-0.465,4.219,
3.7000,88.26,34.03,-3.387,92.9,-1.91,61.9,-5.49,-5.90,-10.66,-0.471,4.219,
3.7100,88.18,33.91,-3.107,92.4,-1.35,61.9,-3.79,-5.14,-9.15,-0.465,4.227,
3.7200,88.06,33.97,-3.387,92.9,-1.91,61.8,-5.47,-5.90,-10.67,-0.471,4.223,
3.7300,88.15,34.00,-3.103,92.8,-1.35,61.9,-3.80,-5.14,-9.14,-0.465,4.225,
3.7400,88.04,34.03,-3.386,93.1,-1.91,61.8,-5.49,-5.90,-10.65,-0.470,4.221,
3.7500,88.48,33.87,-3.110,93.2,-1.35,61.9,-3.80,-5.14,-9.14,-0.463,4.225,
3.7600,88.44,34.00,-3.390,93.1,-1.91,61.9,-5.49,-5.90,-10.65,-0.470,4.225,
3.7700,88.49,34.00,-3.108,93.4,-1.35,62.1,-3.79,-5.13,-9.14,-0.465,4.227,
3.7800,88.55,33.97,-3.402,92.5,-1.91,62.0,-5.49,-5.90,-10.66,-0.471,4.229,
3.7900,88.42,33.84,-3.107,93.1,-1.34,62.0,-3.78,-5.13,-9.13,-0.464,4.223,
3.8000,88.49,33.94,-3.387,93.3,-1.92,62.0,-5.50,-5.90,-10.66,-0.471,4.227,
3.8100,88.35,33.91,-3.099,92.7,-1.34,62.3,-3.78,-5.14,-9.14,-0.464,4.231,
3.8200,88.49,33.91,-3.387,92.9,-1.91,62.3,-5.46,-5.89,-10.64,-0.471,4.223,
3.8300,88.51,33.91,-3.101,93.2,-1.34,62.3,-3.80,-5.14,-9.15,-0.464,4.227,
3.8400,88.53,33.97,-3.390,93.4,-1.91,62.3,-5.50,-5.90,-10.66,-0.471,4.229,
3.8500,88.39,33.91,-3.105,93.2,-1.35,62.3,-3.79,-5.14,-9.15,-0.464,4.225,
3.8600,88.53,33.97,-3.385,93.2,-1.91,62.3,-5.49,-5.90,-10.66,-0.472,4.229,
3.8700,88.60,33.91,-3.095,93.5,-1.33,62.5,-3.79,-5.14,-9.14,-0.464,4.234,
3.8800,88.37,33.91,-3.392,93.2,-1.91,62.3,-5.51,-5.90,-10.66,-0.472,4.225,
3.8900,88.55,33.91,-3.108,93.3,-1.34,62.0,-3.78,-5.14,-9.13,-0.463,4.219,
3.9000,88.57,33.87,-3.387,92.8,-1.92,61.8,-5.49,-5.90,-10.66,-0.472,4.219,
3.9100,88.57,33.81,-3.107,93.2,-1.34,61.9,-3.79,-5.14,-9.15,-0.463,4.227,
3.9200,88.60,33.94,-3.388,93.0,-1.92,61.8,-5.50,-5.90,-10.66,-0.472,4.219,
3.9300,88.42,33.81,-3.110,92.7,-1.34,61.9,-3.78,-5.14,-9.14,-0.464,4.225,
3.9400,88.49,33.87,-3.394,93.1,-1.92,61.8,-5.51,-5.91,-10.66,-0.472,4.225,
3.9500,88.37,33.91,-3.103,93.1,-1.33,62.0,-3.78,-5.14,-9.14,-0.463,4.227,
3.9600,88.44,33.84,-3.386,92.9,-1.92,61.8,-5.51,-5.90,-10.66,-0.472,4.225,
3.9700,88.44,33.75,-3.101,93.1,-1.34,61.9,-3.78,-5.14,-9.14,-0.462,4.223,
3.9800,88.55,33.94,-3.391,92.7,-1.92,61.8,-5.51,-5.91,-10.66,-0.472,4.221,
3.9900,88.40,33.87,-3.105,93.2,-1.34,61.9,-3.77,-5.14,-9.14,-0.463,4.221,
4.0000,88.42,33.81,-3.376,92.8,-1.92,61.8,-5.51,-5.91,-10.66,-0.474,4.229,
4.0100,88.37,33.78,-3.097,93.2,-1.34,62.0,-3.78,-5.14,-9.14,-0.463,4.217,
4.0200,88.46,33.91,-3.395,93.1,-1.92,62.2,-5.51,-5.91,-10.65,-0.474,4.216,
4.0300,88.46,33.84,-3.105,93.2,-1.32,62.5,-3.78,-5.14,-9.14,-0.462,4.233,
4.0400,88.44,33.87,-3.397,93.2,-1.92,62.3,-5.51,-5.91,-10.65,-0.473,4.225,
4.0500,88.48,33.78,-3.104,93.2,-1.33,62.4,-3.77,-5.14,-9.13,-0.463,4.227,
4.0600,88.31,33.78,-3.393,92.7,-1.93,62.1,-5.51,-5.91,-10.65,-0.474,4.229,
4.0700,88.40,33.84,-3.101,93.0,-1.34,62.1,-3.74,-5.14,-9.13,-0.462,4.225,
4.0800,88.49,33.87,-3.397,92.9,-1.93,62.0,-5.52,-5.91,-10.65,-0.474,4.223,
4.0900,88.46,33.72,-3.095,93.2,-1.33,62.0,-3.77,-5.14,-9.13,-0.462,4.227,
4.1000,88.46,33.87,-3.394,93.3,-1.93,62.0,-5.52,-5.91,-10.65,-0.474,4.221,
4.1100,88.40,33.91,-3.104,92.9,-1.33,62.0,-3.77,-5.14,-9.13,-0.462,4.225,
4.1200,88.39,33.81,-3.390,93.0,-1.93,62.1,-5.51,-5.91,-10.66,-0.475,4.216,
4.1300,88.31,33.87,-3.099,92.8,-1.34,62.1,-3.78,-5.14,-9.14,-0.462,4.231,
4.1400,88.22,33.81,-3.397,93.2,-1.93,62.0,-5.52,-5.91,-10.66,-0.475,4.227,
4.1500,88.29,33.81,-3.101,93.4,-1.33,61.8,-3.77,-5.14,-9.12,-0.462,4.231,
4.1600,88.15,33.87,-3.398,92.7,-1.93,61.7,-5.53,-5.91,-10.66,-0.476,4.231,
4.1700,88.26,33.69,-3.106,92.8,-1.33,61.7,-3.75,-5.14,-9.13,-0.461,4.229,
4.1800,88.15,33.69,-3.393,92.9,-1.93,61.7,-5.53,-5.91,-10.66,-0.474,4.225,
4.1900,88.17,33.78,-3.114,93.2,-1.33,62.3,-3.76,-5.14,-9.12,-0.463,4.229,
4.2000,88.11,33.81,-3.395,93.4,-1.93,62.3,-5.52,-5.91,-10.66,-0.474,4.225,
4.2100,88.57,33.75,-3.097,92.7,-1.33,62.3,-3.77,-5.14,-9.12,-0.463,4.219,
4.2200,88.33,33.84,-3.398,93.2,-1.93,62.4,-5.53,-5.91,-10.66,-0.474,4.221,
4.2300,88.49,33.75,-3.104,92.9,-1.33,62.3,-3.77,-5.14,-9.12,-0.461,4.225,
4.2400,88.53,33.75,-3.396,93.1,-1.93,62.3,-5.52,-5.91,-10.66,-0.474,4.229,
4.2500,88.31,33.87,-3.106,93.0,-1.33,62.4,-3.75,-5.13,-9.13,-0.462,4.225,
4.2600,88.68,33.84,-3.400,93.5,-1.93,62.3,-5.53,-5.91,-10.66,-0.475,4.231,
4.2700,88.35,33.72,-3.097,93.3,-1.32,62.3,-3.76,-5.13,-9.12,-0.462,4.227,
4.2800,88.46,33.78,-3.399,93.2,-1.94,62.1,-5.52,-5.91,-10.66,-0.475,4.219,
4.2900,88.24,33.66,-3.105,93.1,-1.32,62.3,-3.76,-5.13,-9.11,-0.461,4.221,
4.3000,88.37,33.63,-3.382,92.8,-1.94,62.1,-5.53,-5.90,-10.66,-0.474,4.227,
4.3100,88.51,33.75,-3.094,93.3,-1.33,62.2,-3.76,-5.13,-9.12,-0.460,4.221,
4.3200,88.49,33.78,-3.394,92.7,-1.94,62.1,-5.52,-5.90,-10.65,-0.475,4.219,
4.3300,88.53,33.69,-3.101,93.0,-1.32,62.2,-3.73,-5.13,-9.12,-0.463,4.231,
4.3400,88.37,33.66,-3.398,92.9,-1.94,62.1,-5.53,-5.91,-10.66,-0.476,4.225,
4.3500,88.40,33.78,-3.107,93.1,-1.32,62.2,-3.75,-5.13,-9.12,-0.461,4.219,
4.3600,88.55,33.87,-3.398,92.7,-1.94,61.7,-5.54,-5.90,-10.65,-0.476,4.229,
4.3700,88.49,33.78,-3.103,92.6,-1.32,61.7,-3.75,-5.13,-9.10,-0.461,4.229,
4.3800,88.53,33.84,-3.395,93.2,-1.94,61.8,-5.54,-5.90,-10.66,-0.475,4.223,
4.3900,88.39,33.78,-3.102,93.1,-1.32,61.7,-3.75,-5.13,-9.12,-0.461,4.227,
4.4000,88.59,33.87,-3.401,93.5,-1.94,61.8,-5.53,-5.90,-10.65,-0.477,4.223,
4.4100,88.46,33.84,-3.104,93.3,-1.32,62.0,-3.75,-5.13,-9.11,-0.461,4.229,
4.4200,88.51,33.87,-3.398,92.6,-1.94,62.0,-5.54,-5.90,-10.65,-0.475,4.216,
4.4300,88.37,33.84,-3.102,92.9,-1.32,62.0,-3.73,-5.13,-9.12,-0.460,4.227,
4.4400,88.37,33.81,-3.399,93.6,-1.94,62.0,-5.54,-5.90,-10.66,-0.475,4.223,
4.4500,88.59,33.78,-3.105,93.2,-1.32,62.0,-3.74,-5.13,-9.11,-0.461,4.223,
4.4600,88.48,33.84,-3.399,93.3,-1.95,62.0,-5.54,-5.90,-10.66,-0.476,4.221,
4.4700,88.49,33.91,-3.095,93.2,-1.32,62.0,-3.74,-5.13,-9.11,-0.461,4.223,
4.4800,88.39,33.84,-3.397,93.1,-1.95,61.9,-5.54,-5.90,-10.66,-0.475,4.225,
4.4900,88.46,33.81,-3.107,93.6,-1.31,62.3,-3.74,-5.13,-9.11,-0.460,4.227,
4.5000,88.42,33.94,-3.402,92.8,-1.94,62.3,-5.55,-5.90,-10.66,-0.476,4.227,
4.5100,88.42,33.69,-3.101,93.0,-1.32,62.3,-3.74,-5.13,-9.11,-0.460,4.223,
4.5200,88.57,33.94,-3.400,93.4,-1.94,62.2,-5.53,-5.90,-10.66,-0.476,4.219,
4.5300,88.37,33.84,-3.102,93.3,-1.32,61.8,-3.74,-5.13,-9.12,-0.459,4.225,
4.5400,88.57,33.91,-3.400,92.7,-1.95,61.7,-5.52,-5.91,-10.66,-0.476,4.225,
4.5500,88.35,33.78,-3.104,93.1,-1.31,61.7,-3.74,-5.12,-9.10,-0.460,4.223,
4.5600,88.40,33.84,-3.406,92.7,-1.95,61.7,-5.54,-5.91,-10.66,-0.476,4.227,
4.5700,88.42,33.97,-3.101,93.0,-1.31,61.7,-3.74,-5.12,-9.09,-0.460,4.223,
4.5800,88.35,33.84,-3.400,93.1,-1.95,61.6,-5.54,-5.91,-10.66,-0.477,4.225,
4.5900,88.39,33.97,-3.104,93.2,-1.31,61.7,-3.73,-5.13,-9.11,-0.459,4.225,
4.6000,88.31,33.94,-3.407,93.1,-1.95,61.8,-5.54,-5.91,-10.66,-0.477,4.225,
4.6100,88.39,33.78,-3.101,92.7,-1.31,61.8,-3.73,-5.13,-9.11,-0.460,4.229,
4.6200,88.31,34.00,-3.403,93.2,-1.95,61.9,-5.55,-5.91,-10.66,-0.478,4.219,
4.6300,88.15,33.91,-3.094,92.7,-1.31,62.0,-3.73,-5.13,-9.11,-0.459,4.229,
4.6400,88.09,33.94,-3.399,93.0,-1.95,62.0,-5.53,-5.91,-10.67,-0.477,4.225,
4.6500,88.13,33.84,-3.101,92.8,-1.31,62.0,-3.73,-5.13,-9.11,-0.458,4.223,
4.6600,88.55,33.84,-3.397,93.2,-1.95,62.2,-5.55,-5.91,-10.67,-0.478,4.231,
4.6700,88.53,34.03,-3.099,93.2,-1.31,62.3,-3.72,-5.13,-9.10,-0.459,4.219,
4.6800,88.53,34.03,-3.410,93.2,-1.95,62.3,-5.55,-5.91,-10.67,-0.477,4.221,
4.6900,88.39,33.91,-3.105,93.0,-1.30,62.4,-3.72,-5.13,-9.11,-0.459,4.225,
4.7000,88.46,33.91,-3.398,92.9,-1.95,62.4,-5.56,-5.91,-10.67,-0.477,4.229,
4.7100,88.51,34.00,-3.100,93.1,-1.31,62.3,-3.73,-5.13,-9.10,-0.459,4.225,
4.7200,88.48,34.03,-3.400,93.5,-1.96,62.3,-5.55,-5.91,-10.66,-0.477,4.225,
4.7300,88.48,34.00,-3.102,92.8,-1.31,62.4,-3.72,-5.13,-9.11,-0.458,4.231,
4.7400,88.42,34.06,-3.399,92.7,-1.96,62.3,-5.53,-5.91,-10.68,-0.477,4.225,
4.7500,88.51,33.97,-3.093,92.5,-1.30,62.0,-3.72,-5.13,-9.11,-0.459,4.227,
4.7600,88.44,34.09,-3.405,93.0,-1.95,61.8,-5.55,-5.91,-10.66,-0.478,4.229,
4.7700,88.49,33.94,-3.095,92.8,-1.30,61.9,-3.72,-5.13,-9.10,-0.458,4.225,
4.7800,88.59,34.12,-3.395,93.1,-1.95,61.8,-5.56,-5.91,-10.67,-0.478,4.227,
4.7900,88.48,34.00,-3.095,93.2,-1.30,62.0,-3.72,-5.13,-9.10,-0.458,4.221,
4.8000,88.37,33.84,-3.400,92.8,-1.96,61.8,-5.56,-5.91,-10.68,-0.478,4.233,
4.8100,88.46,34.00,-3.097,93.2,-1.31,61.9,-3.72,-5.13,-9.11,-0.459,4.217,
4.8200,88.49,33.97,-3.405,92.6,-1.96,61.8,-5.55,-5.91,-10.68,-0.477,4.231,
4.8300,88.29,34.00,-3.099,93.1,-1.30,61.9,-3.71,-5.13,-9.11,-0.459,4.229,
4.8400,88.49,34.09,-3.399,92.8,-1.96,61.8,-5.56,-5.91,-10.67,-0.478,4.229,
4.8500,88.44,34.12,-3.104,93.3,-1.30,61.9,-3.71,-5.13,-9.10,-0.458,4.223,
4.8600,88.49,34.03,-3.394,93.0,-1.96,61.9,-5.56,-5.91,-10.67,-0.478,4.229,
4.8700,88.49,34.03,-3.093,92.9,-1.30,62.2,-3.71,-5.12,-9.09,-0.457,4.225,
4.8800,88.51,34.06,-3.403,93.2,-1.96,62.4,-5.57,-5.91,-10.67,-0.478,4.229,
4.8900,88.49,33.94,-3.097,92.9,-1.31,62.3,-3.72,-5.12,-9.09,-0.458,4.223,
4.9000,88.33,34.00,-3.397,93.2,-1.97,62.2,-5.58,-5.91,-10.67,-0.478,4.223,
4.9100,88.46,33.87,-3.094,92.6,-1.30,62.3,-3.72,-5.13,-9.11,-0.458,4.223,
